Title,Product #,Released,Lowest,Average,Highest,URL,category
Barbie My Scene Miami Getaway Delancey & Vespa Giftset,H0983,2005,190,,255,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-my-scene-miami-getaway-delancey-vespa-giftset.jpg,sets
Barbie My House Table Set,L9480,2008,90,,111,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-my-house-table-set.jpg,sets
Barbie Mix N Match Mermaid Rainbow,DHM47,2015,12,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mix-n-match-mermaid-rainbow.jpg,movie_show_chars
Barbie Mix N Match Mermaid Gem,DHM48,2015,12,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mix-n-match-mermaid-gem.jpg,movie_show_chars
Barbie Mix N Match Mermaid Candy Fashion,DHM46,2015,12,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mix-n-match-mermaid-candy-fashion.jpg,movie_show_chars
Barbie Mix & Magic Real Food Kitchen,B2368,2006,75,,100,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mix-magic-real-food-kitchen.jpg,furniture
Barbie Mernaid Tale 2 Beach Summer Doll,W2900,2012,12,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mernaid-tale-2-beach-summer-doll.jpg,vacation
Barbie Mermaid Tale 2 Surf To Sea Bath Play Set,W2908,2012,15,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mermaid-tale-2-surf-to-sea-bath-play-set.jpg,sets
Barbie Mermaid Tale 2 South America Doll,W2906,2012,27,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mermaid-tale-2-south-america-doll.jpg,movie_show_chars
Barbie Mermaid Tale 2 Australia Doll,W6285,2012,35,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mermaid-tale-2-australia-doll.jpg,movie_show_chars
Barbie Mermaid Tale 2 Asia Doll,W2905,2012,22,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mermaid-tale-2-asia-doll.jpg,movie_show_chars
Barbie Mermaid Tale 2 Arctic Doll,W6283,2012,50,,63,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mermaid-tale-2-arctic-doll.jpg,movie_show_chars
Barbie Mermaid Nikki Doll,X9456,2013,12,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mermaid-nikki-doll.jpg,movie_show_chars
Barbie Mermaid Doll (K-Mart)  AA,X9447,2013,10,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mermaid-doll-k-mart-aa.jpg,movie_show_chars
Barbie Mermaid Doll (K-Mart),X9446,2013,13,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mermaid-doll-k-mart.jpg,movie_show_chars
Barbie Merliah,V8661,2011,18,,52,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-merliah.jpg,movie_show_chars
Barbie Mariposa and The Fairy Princess Playset,Y6855,2013,30,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mariposa-and-the-fairy-princess-playset.jpg,sets
Barbie Malibu Mall,BDF52,2014,55,,75,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-malibu-mall.jpg,
Barbie Malibu House,DGC56,2015,140,,168,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-malibu-house.jpg,houses
Barbie Malibu Dreamhouse,BDF53,2013,140,,155,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-malibu-dreamhouse.jpg,houses
Barbie Malibu Avenue Frozen Yogurt Shop,CFB49,2015,20,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-malibu-avenue-frozen-yogurt-shop.jpg,dining
Barbie Malibu Avenue Fashions 6-Pack Gift Set,DGC55,2015,35,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-malibu-avenue-fashions-6-pack-gift-set.jpg,sets
Barbie Magic Talk Fashions,2148,1992,45,,90,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-magic-talk-fashions.jpg,fashion_beauty
Barbie Loves McDonald’s Playset,5559,1982,375,,400,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-loves-mcdonalds-playset.jpg,sets
Barbie Loves Angry Brids,Y8722,2013,23,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-loves-angry-brids-y8722.jpg,
Barbie Love McDonalds Playset,5559,1982,300,,550,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-love-mcdonalds-playset.jpg,sets
Barbie Life in the Dreamhouse: Fashion Vending Machine,BGW09,2013,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-life-in-the-dreamhouse-fashion-vending-machine.jpg,houses
Barbie Life in the Dreamhouse Barbie Teresa,Y7439,2013,22,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-life-in-the-dreamhouse-barbie-teresa.jpg,houses
Barbie Life in the Dreamhouse Barbie Nikki,Y7440,2013,15,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-life-in-the-dreamhouse-barbie-nikki.jpg,houses
Barbie Life in the Dreamhouse Barbie Midge,Y7442,2013,22,,38,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-life-in-the-dreamhouse-barbie-midge.jpg,houses
Barbie Life in the Dreamhouse Barbie,Y7437,2013,22,,38,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-life-in-the-dreamhouse-barbie.jpg,houses
Barbie Let’s Go Bike!,BDF35,2014,9,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-lets-go-bike.jpg,hobby_activity
Barbie Large Furniture & Doll Giftset,X4927,2012,70,,150,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-large-furniture-doll-giftset.jpg,sets
Barbie Ken Get Ups ‘N Go Sporty Duds Play Ball in Style,9168,1976,75,,100,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-ken-get-ups-n-go-sporty-duds-play-ball-in-style.jpg,special_occasion
Barbie Ken Get Ups ‘N Go Casual Plaid For Business,9167,1976,75,,100,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-ken-get-ups-n-go-casual-plaid-for-business.jpg,ken
Barbie Ken Get Ups ‘N Go A Hockey Champ’s U.S. Olympic gear!,7247,1975,70,,110,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-ken-get-ups-n-go-a-hockey-champs-u-s-olympic-gear.jpg,ken
Barbie Ken Fashion Gift Set,CDM26,2014,20,,26,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-ken-fashion-gift-set.jpg,sets
Barbie Jammin Jeep Wrangler DTC,CBJ38,2014,320,,335,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-jammin-jeep-wrangler-dtc.jpg,vehicles
Barbie is Eternal Barbie,W3498,2012,190,,210,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-is-eternal-barbie.jpg,
"Barbie Iron-On Style Doll, African American",BDB33,2014,16,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-iron-on-style-doll-african-american.jpg,nationalities
Barbie Iron-On Style Doll,BDB32,2014,14,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-iron-on-style-doll.jpg,fashion_beauty
Barbie In The Pink Shoes DVD,BJF79,2013,13,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-the-pink-shoes-dvd.jpg,
Barbie in the Pink Shoes Basic Ballerina Doll,X8824,2013,11,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-the-pink-shoes-basic-ballerina-doll.jpg,special_occasion
"Barbie in The Pink Shoes Ballerina Doll, Purple Dress",X8823,2013,11,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-the-pink-shoes-ballerina-doll-purple-dress.jpg,special_occasion
Barbie in Rock ‘n Royals Small Doll Play Set,CKB77,2015,20,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-rock-n-royals-small-doll-play-set.jpg,sets
Barbie in Rock ‘N Royals Princess Courtney Doll,CKB66,2015,11,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-rock-n-royals-princess-courtney-doll-572x1024.jpg,royals
Barbie in Rock ‘N Royals Keytar Doll,CKB76,2015,11,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-rock-n-royals-keytar-doll.jpg,royals
Barbie in Rock ‘N Royals Erika Doll,CKB67,2015,11,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-rock-n-royals-erika-doll-ckb67-511x1024.jpg,royals
Barbie in Rock ‘N Royals Erika Doll,CKB74,2015,11,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-rock-n-royals-erika-doll.jpg,royals
Barbie In Rock ‘N Royals DVD,DRY72,2015,13,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-rock-n-royals-dvd.jpg,royals
Barbie in Rock ‘n Royals – Royal Couple Gift Set,T0368B,2015,37,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-rock-n-royals-royal-couple-gift-set.jpg,sets
Barbie in Princess Power Superhero Doll,CFF60,2015,12,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-princess-power-superhero-doll.jpg,movie_show_chars
Barbie in Princess Power Gift Set,T0338B,2015,50,,60,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-princess-power-gift-set.jpg,sets
Barbie In Princess Power DVD,DLP56,2015,13,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-princess-power-dvd.jpg,movie_show_chars
Barbie in Princess Power Butterfly Doll Assortment,CDY65,2015,20,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-princess-power-butterfly-doll-assortment.jpg,movie_show_chars
Barbie In A Mermaid Tale Swim ‘N Dance Mermaid Barbie Teresa,T1476,2009,28,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-a-mermaid-tale-swim-n-dance-mermaid-barbie-teresa.jpg,movie_show_chars
Barbie in A Mermaid Tale 2 DVD,Y5570,2012,13,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-a-mermaid-tale-2-dvd.jpg,movie_show_chars
Barbie in a Mermaid Tale 2 Beach Doll,W2898,2012,15,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-a-mermaid-tale-2-beach-doll.jpg,movie_show_chars
Barbie I Left My Heart in San Francisco See’s Candies,83487,2001,35,,80,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-left-my-heart-in-san-francisco-sees-candies.jpg,
Barbie I Can Be… Sweet Chef Doll,X9078,2013,20,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-sweet-chef-doll-464x1024.jpg,careers
Barbie I Can Be… Rock Star,Y7374,2013,11,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-rock-star-y7374.jpg,careers
Barbie I Can Be… Pizza Chef (AA),T3354,2010,44,,81,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-pizza-chef-aa.jpg,careers
Barbie I Can Be… Pet Groomer,Y7379,2013,20,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-pet-groomer.jpg,pets
Barbie I Can Be… Mars Explorer Doll  (AA),X9074,2013,20,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-mars-explorer-doll-aa.jpg,careers
Barbie I Can Be… Magician Doll,X9076,2013,13,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-magician-doll.jpg,careers
Barbie I Can Be… Gymnastics Coach Playset,N4887,2009,42,,90,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-gymnastics-coach-playset.jpg,sets
Barbie I Can Be.. Baby Sitter,Y4120,2013,22,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-baby-sitter.jpg,careers
Barbie I Can Be Team Barbie Assortment,W3765,2012,18,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-team-barbie-assortment.jpg,careers
Barbie I Can Be Sea World Playset (Toys R Us),BBV41,2013,22,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-sea-world-playset-toys-r-us.jpg,sets
Barbie I Can Be Pediatric Doctor Playset,T7175,2011,44,,80,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-pediatric-doctor-playset.jpg,sets
Barbie I Can Be Nursery School Teacher,W3749,2012,22,,60,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-nursery-school-teacher.jpg,careers
Barbie I Can Be Gymnastic Teacher Play Set,Y7381,2013,28,,49,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-gymnastic-teacher-play-set.jpg,sets
Barbie I Can Be Dolphin Trainer,X8380,2013,21,,27,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-dolphin-trainer-2.jpg,careers
Barbie I Can Be Dentist Playset,R4301,2010,71,,120,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-dentist-playset.jpg,sets
Barbie I Can Be Dance Superstar Giftset,V9308,2011,50,,72,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-dance-superstar-giftset.jpg,sets
Barbie I Can Be Dance Fashion,W3751,2012,16,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-dance-fashion.jpg,fashion_beauty
Barbie I Can Be Computer Engineer AA,V7123,2010,30,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-computer-engineer-aa.jpg,careers
Barbie I Can Be Babysitter Nikki Doll Playset,BBD79,2013,22,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-babysitter-nikki-doll-playset.jpg,sets
Barbie I Can Be .. Dolphin Trainer,CCT48,2013,20,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-dolphin-trainer.jpg,careers
Barbie Hug n’ Heal Pet Doctor White Puppy,BE-132D2,2015,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hug-n-heal-pet-doctor-white-puppy.jpg,pets
Barbie Hug n’ Heal Pet Doctor Tan & White Puppy,BE-132D3,2015,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hug-n-heal-pet-doctor-tan-white-puppy-be-132d3.jpg,pets
Barbie Hug n’ Heal Pet Doctor Tan & White Puppy,BE-132D1,2015,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hug-n-heal-pet-doctor-tan-white-puppy.jpg,pets
Barbie Hug n’ Heal Pet Doctor Retriever,BE-132D7,2015,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hug-n-heal-pet-doctor-retriever.jpg,pets
Barbie Hug n’ Heal Pet Doctor Maltese,BE-132D4,2015,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hug-n-heal-pet-doctor-maltese.jpg,pets
Barbie Hug n’ Heal Pet Doctor Lab,BE-132D6,2015,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hug-n-heal-pet-doctor-lab.jpg,pets
Barbie Hug n’ Heal Pet Doctor Cocker Spaniel,BE-132D11,2015,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hug-n-heal-pet-doctor-cocker-spaniel.jpg,pets
Barbie Hug n’ Heal Pet Doctor Chihuahua,BE-132D10,2015,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hug-n-heal-pet-doctor-chihuahua.jpg,pets
Barbie Hug n’ Heal Pet Doctor Beagle,BE-132D5,2015,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hug-n-heal-pet-doctor-beagle-be-132d5.jpg,pets
Barbie Hug n’ Heal Pet Doctor Beagle,BE-132D12,2015,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hug-n-heal-pet-doctor-beagle.jpg,pets
Barbie How To Hair Styling Head,N6890,2009,38,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-how-to-hair-styling-head.jpg,fashion_beauty
Barbie Hot Skatin’ 2-In-1 Skatin’ Fun Playset,67278,1995,30,,60,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hot-skatin-2-in-1-skatin-fun-playset.jpg,sets
Barbie Hostess Set,7348,1988,20,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hostess-set.jpg,sets
Barbie Holiday Sparkle! Doll,CLW91,2015,17,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-holiday-sparkle-doll-548x1024.jpg,holiday
Barbie Happy Family Baby Doctor Barbie Doll,66719,2003,100,,220,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-happy-family-baby-doctor-barbie-doll.jpg,careers
Barbie Halloween Charm Nikki,J9204,2007,13,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-halloween-charm-nikki.jpg,holiday
Barbie Hallmark Brunette Debut 1959 Club Edition,QXC5397,1995,8,,27,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hallmark-brunette-debut-1959-club-edition.jpg,debut
Barbie Hair-Tastic! African American Long Hair Doll,W9351,2012,10,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hair-tastic-african-american-long-hair-doll.jpg,nationalities
Barbie Hairtastic Nikki Doll,X7886,2013,14,,26,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hairtastic-nikki-doll-386x1024.jpg,fashion_beauty
Barbie Hairtastic Gem Hair,V3907,2011,10,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hairtastic-gem-hair.jpg,fashion_beauty
Barbie Hairtastic Doll (Purple) (Target),BLP60,2014,15,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hairtastic-doll-purple-target.jpg,fashion_beauty
Barbie Hairtastic Doll,BLP61,2014,22,,32,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hairtastic-doll-blp61.jpg,fashion_beauty
Barbie Hairtastic Color & Wash Salon  AA,V4412,2011,40,,70,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hairtastic-color-wash-salon-aa.jpg,fashion_beauty
Barbie Hairtastic Color & Wash Salon,V4411,2011,47,,85,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hairtastic-color-wash-salon.jpg,fashion_beauty
Barbie Hairstylist Set,H134,2014,22,,32,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hairstylist-set.jpg,sets
Barbie Hair Tattoos AA,BDB20,2014,20,,26,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hair-tattoos-aa.jpg,fashion_beauty
Barbie Hair Tattoos,BDB19,2014,20,,32,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hair-tattoos.jpg,fashion_beauty
Barbie Hair Chox and Beading Kit,FABB045,2013,9,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hair-chox-and-beading-kit.jpg,fashion_beauty
Barbie Hair Chalk Doll,Y7450,2013,12,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hair-chalk-doll.jpg,fashion_beauty
"Barbie Gymnastics Doll, Brunette",DKJ18,2015,14,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-gymnastics-doll-brunette.jpg,careers
Barbie Gown Life Fashion 3,W3180,2012,10,,16,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-gown-life-fashion-3.jpg,fashion_beauty
Barbie Golden Retriever Puppy Accessory,Y5848,2013,7,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-golden-retriever-puppy-accessory.jpg,pets
Barbie Golden Elegance Outfit,992,1963,300,,350,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-golden-elegance-outfit.jpg,fashion_beauty
Barbie Glitter Party Fashion Outfits,Y7098,2013,25,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glitter-party-fashion-outfits.jpg,special_occasion
Barbie Glitter Glam Vac (AA),V0628,2010,15,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glitter-glam-vac-aa.jpg,glamorous
Barbie Glitter Glam Vac,T7436,2009,14,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glitter-glam-vac.jpg,glamorous
Barbie Glamtastic Alarm Clock Radio,X5939,2015,22,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glamtastic-alarm-clock-radio.jpg,glamorous
Barbie Glam Vanity,X7940,2013,10,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glam-vanity.jpg,glamorous
Barbie Glam Vacation House,X7945,2013,35,,58,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glam-vacation-house.jpg,glamorous
Barbie Glam Refrigerator,X7937,2012,10,,14,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glam-refrigerator-795x1024.jpg,glamorous
Barbie Glam Pool,X9299,2013,14,,24,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glam-pool-x9299.jpg,glamorous
Barbie Glam House & Doll Set,V7546,2012,70,,150,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glam-house-doll-set.jpg,glamorous
Barbie Glam Getaway House,CHF54,2015,35,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glam-getaway-house-2.jpg,glamorous
Barbie Glam Convertible! and Doll,V0834,2013,20,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glam-convertible-and-doll-v0834.jpg,glamorous
Barbie Glam Convertible,W3158,2012,18,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glam-convertible-w3158.jpg,glamorous
Barbie Glam Converible Kmart,X0451,2012,16,,32,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glam-converible-kmart.jpg,glamorous
Barbie Get Ups An Go Red Shine for Rain Time,9739,1977,90,,125,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-get-ups-an-go-red-shine-for-rain-time.jpg,
Barbie Fun Fixin Stove Set Deluxe Appliance Playset,67692,1997,60,,98,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fun-fixin-stove-set-deluxe-appliance-playset.jpg,sets
Barbie Francie and Her Swingin’ Separates,1042,1966,650,,850,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-francie-and-her-swingin-separates.jpg,
Barbie Fountain Pool Playset,12650,1993,150,,280,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fountain-pool-playset.jpg,sets
Barbie Flower ‘N Flutter Fairy Doll Teresa,W4470,2011,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-flower-n-flutter-fairy-doll-teresa.jpg,movie_show_chars
Barbie Flower ‘N Flutter Fairy Doll (Blossom Magic Fairy),W4469,2011,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-flower-n-flutter-fairy-doll-blossom-magic-fairy.jpg,movie_show_chars
Barbie Flight Time Play Set,2081,1990,290,,300,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-flight-time-play-set.jpg,sets
Barbie Fashions Top #2,CMV53,2016,10,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-top-2.jpg,fashion_beauty
Barbie Fashions Top #1,CMV52,2016,8,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-top-1.jpg,fashion_beauty
Barbie Fashions Teresa Doll Giftset,CDK54,2014,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-teresa-doll-giftset.jpg,sets
Barbie Fashions Dress #9,CMV46,2016,8,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-dress-9.jpg,fashion_beauty
Barbie Fashions Dress #8,CMV45,2016,12,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-dress-8.jpg,fashion_beauty
Barbie Fashions Dress #7,CMV44,2016,7,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-dress-7.jpg,fashion_beauty
Barbie Fashions Dress #6,CMV43,2016,5,,10,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-dress-6.jpg,fashion_beauty
Barbie Fashions Dress #5,CMV42,2016,8,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-dress-5.jpg,fashion_beauty
Barbie Fashions Dress #4,CLL60,2015,7,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-dress-4.jpg,fashion_beauty
Barbie Fashions Dress #3,CLL59,2015,7,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-dress-3.jpg,fashion_beauty
Barbie Fashions Dress #2,CLL58,2015,7,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-dress-3.jpg,fashion_beauty
Barbie Fashions Complete Look 2-Pack #6,CLL22,2015,12,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-complete-look-2-pack-6.jpg,fashion_beauty
Barbie Fashions Complete Look 2-Pack #5,CLL21,2015,12,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-complete-look-2-pack-5.jpg,fashion_beauty
Barbie Fashions Complete Look 2-Pack #4,CLL20,2015,12,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-complete-look-2-pack-4.jpg,fashion_beauty
Barbie Fashions Complete Look 2-Pack #3,CLL19,2015,12,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-complete-look-2-pack-3.jpg,fashion_beauty
Barbie Fashions Complete Look 2-Pack #2,CLL18,2015,12,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-complete-look-2-pack-2.jpg,fashion_beauty
Barbie Fashions Complete Look 2-Pack #1,CLL17,2015,12,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-complete-look-2-pack-1.jpg,fashion_beauty
Barbie Fashions Candy Theme Party Outfit,N7480,2009,32,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-candy-theme-party-outfit.jpg,special_occasion
Barbie Fashionistas Wild Doll,R9881,2010,26,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-wild-doll.jpg,fashion_beauty
Barbie Fashionistas Teresa Ultimate Wardrobe Boho Chic Doll,X2271,2012,28,,51,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-teresa-ultimate-wardrobe-boho-chic-doll.jpg,fashion_beauty
Barbie Fashionistas Teresa Glam Party Night,CLL35,2015,15,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-teresa-glam-party-night.jpg,glamorous
Barbie Fashionistas Teresa Doll,X2274,2012,14,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-teresa-doll.jpg,fashion_beauty
Barbie Fashionistas Teresa Barbie Doll,Y7489,2013,20,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-teresa-barbie-doll.jpg,fashion_beauty
Barbie Fashionistas Swappin’ Styles Sweetie Doll,V4382,2011,17,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-swappin-styles-sweetie-doll.jpg,fashion_beauty
Barbie Fashionistas Swappin Styles Sporty Wave 2,V4383,2011,21,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-swappin-styles-sporty-wave-2.jpg,fashion_beauty
Barbie Fashionistas Swappin Styles Glam Wave 2,V4380,2011,18,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-swappin-styles-glam-wave-2.jpg,glamorous
